alpha,framing,condition,layer,layer_tag,content_id,belief,delta,kl,entropy
-8.0,eval,random,4,best,c044,-0.2504749298095703,0.12511062622070312,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c016,0.9779485066731771,-0.08340613047281897,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c056,-0.021157582600911457,-0.0831158955891927,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c025,-0.2718162536621094,0.2293863296508789,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c029,0.06235853830973307,-0.2500603993733724,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c014,-0.7497138977050781,-0.062277793884277344,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c002,-0.2084646224975586,0.04179573059082031,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c023,0.7706791559855143,-0.10405667622884118,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c046,0.9371875127156576,0.06249745686848962,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c022,1.1036993662516277,-0.3334143956502278,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c050,0.12468528747558594,0.12530994415283203,0.05128385250767072,0.7931501666704813
-6.0,eval,d,4,best,c006,0.12477493286132812,-0.18686771392822266,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c017,0.24991989135742188,-0.06240367889404297,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c039,-0.812504768371582,-0.1250152587890625,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c036,0.37481117248535156,0.12506961822509766,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c009,-1.9373655319213867,-0.4374542236328125,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c000,0.06240272521972656,-0.1871662139892578,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c013,2.248873710632324,0.2505474090576172,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c049,1.0622596740722656,-0.1874370574951172,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c058,-0.12518024444580078,0.12489604949951172,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c024,0.9367399215698242,-0.31151580810546875,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c042,-0.3126230239868164,-0.3120126724243164,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c047,0.999298095703125,-0.06149768829345703,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c043,0.8121118545532227,-0.24957275390625,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c003,-0.31276512145996094,-0.06198406219482422,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c041,0.6874561309814453,-0.06226634979248047,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c008,-1.3748102188110352,-0.4375314712524414,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c045,2.873485565185547,-0.061333656311035156,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c011,-0.7501049041748047,-0.43723392486572266,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c020,2.2487430572509766,-0.3114347457885742,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c044,2.810788154602051,0.18800830841064453,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c016,-0.43761634826660156,-0.31202220916748047,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c056,0.8121976852416992,2.09808349609375e-05,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c025,0.4995231628417969,-0.3108968734741211,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c029,-0.2500314712524414,0.06250572204589844,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c014,0.2496166229248047,-0.1245880126953125,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c002,-0.12512969970703125,-0.12479877471923828,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c023,0.7497167587280273,0.2502889633178711,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c046,0.5000114440917969,0.06279277801513672,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c022,0.5621109008789062,-0.062018394470214844,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c050,0.5622882843017578,0.000194549560546875,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c006,-0.25028228759765625,-0.18658161163330078,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c017,0.4370870590209961,-0.1871023178100586,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c039,-0.3123941421508789,0.31246376037597656,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c036,0.5621709823608398,0.12523555755615234,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c009,-1.249903678894043,3.337860107421875e-05,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c000,-0.3126211166381836,0.00041103363037109375,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c013,-0.5001306533813477,-0.062351226806640625,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c049,-0.5622930526733398,-0.5000038146972656,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c058,-1.2498083114624023,-0.06255149841308594,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c024,1.0613822937011719,-0.5599241256713867,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c042,-0.7500038146972656,-0.5622329711914062,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c047,0.937108039855957,0.0001239776611328125,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c043,1.061966896057129,0.06283283233642578,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c003,-0.6876516342163086,-0.37413692474365234,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c041,0.9372491836547852,-0.12494277954101562,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c008,-0.68743896484375,-0.12490081787109375,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c045,0.12485027313232422,-0.06218719482421875,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c011,-0.8749713897705078,-0.3747692108154297,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c020,0.18721485137939453,-0.31218528747558594,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c044,-0.5002202987670898,-0.1246347427368164,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c016,0.43711090087890625,-0.6242437362670898,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c056,-0.1253795623779297,-0.18733787536621094,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c025,-0.6254463195800781,-0.12424373626708984,0.012923883274197578,0.7711732387542725
-6.0,eval,d,4,best,c029,0.4373750686645508,0.12495613098144531,0.012923883274197578,0.7711732387542725
