dst_cls,layer,region,source,content_id,delta,dist,a,b,kk
eval,28,question,samecls_samecont,c014,0.09332656860351562,100.19772338867188,44,1,122
eval,28,final,samecls_samecont,c014,-0.5447597503662109,44.16054153442383,1,0,122
eval,28,readout,samecls_samecont,c014,-0.4792747497558594,98.92414855957031,44,0,122
eval,16,task,othercls_samecont,c014,0.0763397216796875,15.007898330688477,121,44,121
eval,16,question,othercls_samecont,c014,-0.6696453094482422,19.108665466308594,44,1,121
eval,16,final,othercls_samecont,c014,0.10852432250976562,7.976072311401367,1,0,121
eval,16,readout,othercls_samecont,c014,-0.5278892517089844,18.855649948120117,44,0,121
eval,28,task,othercls_samecont,c014,0.0006923675537109375,76.47399139404297,121,44,121
eval,28,question,othercls_samecont,c014,0.0032596588134765625,89.4655990600586,44,1,121
eval,28,final,othercls_samecont,c014,-0.39653778076171875,41.239356994628906,1,0,121
eval,28,readout,othercls_samecont,c014,-0.3928489685058594,88.36953735351562,44,0,121
eval,16,task,samecls_diffcont,c014,0.02954864501953125,28.146753311157227,74,44,74
eval,16,question,samecls_diffcont,c014,-0.6846904754638672,19.80219268798828,44,1,74
eval,16,final,samecls_diffcont,c014,-0.019887924194335938,9.144463539123535,1,0,74
eval,16,readout,samecls_diffcont,c014,-0.6370143890380859,19.559972763061523,44,0,74
eval,28,task,samecls_diffcont,c014,0.017923355102539062,131.3467559814453,74,44,74
eval,28,question,samecls_diffcont,c014,0.021007537841796875,97.65248107910156,44,1,74
eval,28,final,samecls_diffcont,c014,-0.5226421356201172,39.66604232788086,1,0,74
eval,28,readout,samecls_diffcont,c014,-0.5082435607910156,96.33460235595703,44,0,74
eval,16,task,othercls_diffcont,c014,0.027830123901367188,27.48232078552246,74,44,74
eval,16,question,othercls_diffcont,c014,-0.35236358642578125,18.909223556518555,44,1,74
eval,16,final,othercls_diffcont,c014,0.041454315185546875,8.461973190307617,1,0,74
eval,16,readout,othercls_diffcont,c014,-0.2441425323486328,18.671785354614258,44,0,74
eval,28,task,othercls_diffcont,c014,-0.0037975311279296875,146.3455047607422,74,44,74
eval,28,question,othercls_diffcont,c014,0.029041290283203125,93.97491455078125,44,1,74
eval,28,final,othercls_diffcont,c014,-0.15213394165039062,40.6107177734375,1,0,74
eval,28,readout,othercls_diffcont,c014,-0.12259674072265625,92.76209259033203,44,0,74
eval,16,task,samecls_samecont,c016,-0.05722236633300781,19.994178771972656,111,44,111
eval,16,question,samecls_samecont,c016,0.21124267578125,11.552322387695312,44,1,111
eval,16,final,samecls_samecont,c016,-0.010778427124023438,7.091635227203369,1,0,111
eval,16,readout,samecls_samecont,c016,0.2131061553955078,11.450943946838379,44,0,111
eval,28,task,samecls_samecont,c016,-0.000942230224609375,101.7049789428711,111,44,111
eval,28,question,samecls_samecont,c016,0.0039615631103515625,65.17532348632812,44,1,111
eval,28,final,samecls_samecont,c016,0.19903182983398438,30.527376174926758,1,0,111
eval,28,readout,samecls_samecont,c016,0.20885467529296875,64.38787078857422,44,0,111
eval,16,task,othercls_samecont,c016,0.023143768310546875,21.091632843017578,111,44,111
eval,16,question,othercls_samecont,c016,0.3551483154296875,13.397398948669434,44,1,111
eval,16,final,othercls_samecont,c016,0.09532737731933594,7.40556526184082,1,0,111
eval,16,readout,othercls_samecont,c016,0.4613685607910156,13.261219024658203,44,0,111
eval,28,task,othercls_samecont,c016,-0.009717941284179688,102.44886016845703,111,44,111
eval,28,question,othercls_samecont,c016,0.0089569091796875,72.09480285644531,44,1,111
eval,28,final,othercls_samecont,c016,0.39155006408691406,36.43008804321289,1,0,111
eval,28,readout,othercls_samecont,c016,0.3960437774658203,71.28423309326172,44,0,111
eval,16,task,samecls_diffcont,c016,0.0049114227294921875,29.758037567138672,74,44,74
eval,16,question,samecls_diffcont,c016,0.07428359985351562,12.844505310058594,44,1,74
eval,16,final,samecls_diffcont,c016,0.16460418701171875,9.433904647827148,1,0,74
eval,16,readout,samecls_diffcont,c016,0.25365257263183594,12.766992568969727,44,0,74
eval,28,task,samecls_diffcont,c016,-0.007122039794921875,141.30880737304688,74,44,74
eval,28,question,samecls_diffcont,c016,0.06706428527832031,61.83247375488281,44,1,74
eval,28,final,samecls_diffcont,c016,0.23481369018554688,35.08900451660156,1,0,74
eval,28,readout,samecls_diffcont,c016,0.3089332580566406,61.22467041015625,44,0,74
eval,16,task,othercls_diffcont,c016,-0.0016765594482421875,32.01941680908203,74,44,74
eval,16,question,othercls_diffcont,c016,-0.12481117248535156,17.61305046081543,44,1,74
eval,16,final,othercls_diffcont,c016,0.18726348876953125,11.262749671936035,1,0,74
eval,16,readout,othercls_diffcont,c016,0.043804168701171875,17.468727111816406,44,0,74
eval,28,task,othercls_diffcont,c016,-0.005828857421875,147.06187438964844,74,44,74
eval,28,question,othercls_diffcont,c016,-0.020391464233398438,75.54109191894531,44,1,74
eval,28,final,othercls_diffcont,c016,0.058727264404296875,41.18486785888672,1,0,74
eval,28,readout,othercls_diffcont,c016,0.03339958190917969,74.76026916503906,44,0,74
eval,16,task,samecls_samecont,c017,-0.017698287963867188,11.293218612670898,147,44,147
eval,16,question,samecls_samecont,c017,0.16290283203125,13.539727210998535,44,1,147
eval,16,final,samecls_samecont,c017,-0.038120269775390625,5.471658706665039,1,0,147
eval,16,readout,samecls_samecont,c017,0.16008949279785156,13.356362342834473,44,0,147
eval,28,task,samecls_samecont,c017,0.03386688232421875,64.83285522460938,147,44,147
eval,28,question,samecls_samecont,c017,-0.04241371154785156,66.94127655029297,44,1,147
