layer,framing,alpha,content_id,delta
1,deploy,4.0,c050,-0.21186351776123047
1,deploy,4.0,c006,-0.17693519592285156
1,deploy,4.0,c017,-0.024575233459472656
1,deploy,4.0,c039,-0.05553150177001953
1,deploy,4.0,c036,-0.14952659606933594
1,deploy,4.0,c009,0.052481651306152344
1,deploy,4.0,c000,-0.12195777893066406
1,deploy,4.0,c013,-0.05282783508300781
1,deploy,4.0,c049,-0.10647964477539062
1,deploy,4.0,c058,-0.04134178161621094
1,deploy,4.0,c024,-0.19254779815673828
1,deploy,4.0,c042,-0.09794139862060547
1,deploy,4.0,c047,-0.03551959991455078
1,deploy,4.0,c043,-0.05543708801269531
1,deploy,4.0,c003,-0.07639789581298828
1,deploy,4.0,c041,-0.0866241455078125
1,deploy,4.0,c008,-0.1380596160888672
1,deploy,4.0,c045,0.015492439270019531
1,deploy,4.0,c011,0.07024383544921875
1,deploy,4.0,c020,-0.0752716064453125
1,deploy,4.0,c044,-0.09189701080322266
1,deploy,4.0,c016,-0.1469564437866211
1,deploy,4.0,c056,-0.13992881774902344
1,deploy,4.0,c025,-0.06801223754882812
1,deploy,4.0,c029,-0.00605010986328125
1,deploy,4.0,c014,-0.006103515625
1,deploy,4.0,c002,-0.18878746032714844
1,deploy,4.0,c023,-0.1242828369140625
1,deploy,4.0,c046,-0.09814071655273438
1,deploy,4.0,c022,-0.10110187530517578
1,deploy,4.0,c050,-0.03559398651123047
2,eval,-4.0,c006,-0.21798038482666016
2,eval,-4.0,c017,-0.10199928283691406
2,eval,-4.0,c039,-0.32489585876464844
2,eval,-4.0,c036,-0.16526508331298828
2,eval,-4.0,c009,-0.19768619537353516
2,eval,-4.0,c000,-0.1454477310180664
2,eval,-4.0,c013,-0.2856130599975586
2,eval,-4.0,c049,-0.17795181274414062
2,eval,-4.0,c058,-0.2575349807739258
2,eval,-4.0,c024,-0.06705856323242188
2,eval,-4.0,c042,-0.07636642456054688
2,eval,-4.0,c047,-0.11876964569091797
2,eval,-4.0,c043,0.10439300537109375
2,eval,-4.0,c003,-0.3085517883300781
2,eval,-4.0,c041,-0.08847713470458984
2,eval,-4.0,c008,-0.010546684265136719
2,eval,-4.0,c045,-0.1269674301147461
2,eval,-4.0,c011,-0.21690940856933594
2,eval,-4.0,c020,-0.1915140151977539
2,eval,-4.0,c044,-0.11685562133789062
2,eval,-4.0,c016,-0.2365550994873047
2,eval,-4.0,c056,-0.14780712127685547
2,eval,-4.0,c025,-0.04019927978515625
2,eval,-4.0,c029,-0.2085552215576172
2,eval,-4.0,c014,-0.174224853515625
2,eval,-4.0,c002,-0.13243389129638672
2,eval,-4.0,c023,-0.088134765625
2,eval,-4.0,c046,-0.5352067947387695
2,eval,-4.0,c022,-0.09117889404296875
2,eval,-4.0,c050,-0.13432693481445312
2,eval,-4.0,c006,-0.21980571746826172
2,eval,-4.0,c017,-0.15876293182373047
2,eval,-4.0,c039,-0.26041221618652344
2,eval,-4.0,c036,-0.1847057342529297
2,eval,-4.0,c009,-0.18690204620361328
2,eval,-4.0,c000,-0.20500850677490234
